Fecha,Ciudad,Unnamed: 2,Unnamed: 3,Resultado,Unnamed: 5,Unnamed: 6
28 de marzo de 2000,Bogotá,Colombia,,0:0,,Brasil
29 de marzo de 2000,Quito,Ecuador,,2:0 (1:0),,Venezuela
29 de marzo de 2000,Montevideo,Uruguay,,1:0 (1:0),,Bolivia
29 de marzo de 2000,Lima,Perú,,2:0 (0:0),,Paraguay
29 de marzo de 2000,Buenos Aires,Argentina,,4:1 (2:1),,Chile
26 de abril de 2000,La Paz,Bolivia,,1:1 (1:1),,Colombia
26 de abril de 2000,Asunción,Paraguay,,1:0 (1:0),,Uruguay
26 de abril de 2000,Maracaibo,Venezuela,,0:4 (0:2),,Argentina
26 de abril de 2000,Santiago,Chile,,1:1 (0:1),,Perú
26 de abril de 2000,São Paulo,Brasil,,3:2 (2:1),,Ecuador
3 de junio de 2000,Montevideo,Uruguay,,2:1 (2:1),,Chile
3 de junio de 2000,Asunción,Paraguay,,3:1 (2:0),,Ecuador
4 de junio de 2000,Buenos Aires,Argentina,,1:0 (0:0),,Bolivia
4 de junio de 2000,Lima,Perú,,0:1 (0:1),,Brasil
4 de junio de 2000,Bogotá,Colombia,,3:0 (2:0),,Venezuela
28 de junio de 2000,San Cristóbal,Venezuela,,4:2 (2:0),,Bolivia
28 de junio de 2000,Río de Janeiro,Brasil,,1:1 (0:1),,Uruguay
29 de junio de 2000,Quito,Ecuador,,2:1 (1:0),,Perú
29 de junio de 2000,Santiago,Chile,,3:1 (2:0),,Paraguay
29 de junio de 2000,Bogotá,Colombia,,1:3 (1:2),,Argentina
18 de julio de 2000,Montevideo,Uruguay,,3:1 (1:1),,Venezuela
18 de julio de 2000,Asunción,Paraguay,,2:1 (1:0),,Brasil
19 de julio de 2000,La Paz,Bolivia,,1:0 (0:0),,Chile
19 de julio de 2000,Buenos Aires,Argentina,,2:0 (1:0),,Ecuador
19 de julio de 2000,Lima,Perú,,0:1 (0:0),,Colombia
25 de julio de 2000,Quito,Ecuador,,0:0,,Colombia
25 de julio de 2000,San Cristóbal,Venezuela,,0:2 (0:0),,Chile
26 de julio de 2000,Montevideo,Uruguay,,0:0,,Perú
26 de julio de 2000,São Paulo,Brasil,,3:1 (2:1),,Argentina
27 de julio de 2000,La Paz,Bolivia,,0:0,,Paraguay
15 de agosto de 2000,Bogotá,Colombia,,1:0 (0:0),,Uruguay
15 de agosto de 2000,Santiago,Chile,,3:0 (2:0),,Brasil
16 de agosto de 2000,Quito,Ecuador,,2:0 (1:0),,Bolivia
16 de agosto de 2000,Buenos Aires,Argentina,,1:1 (0:0),,Paraguay
16 de agosto de 2000,Lima,Perú,,1:0 (0:0),,Venezuela
2 de septiembre de 2000,Asunción,Paraguay,,3:0 (3:0),,Venezuela
2 de septiembre de 2000,Santiago,Chile,,0:1 (0:0),,Colombia
3 de septiembre de 2000,Montevideo,Uruguay,,4:0 (2:0),,Ecuador
3 de septiembre de 2000,Lima,Perú,,1:2 (0:2),,Argentina
3 de septiembre de 2000,Río de Janeiro,Brasil,,5:0 (1:0),,Bolivia
7 de octubre de 2000,Bogotá,Colombia,,0:2 (0:1),,Paraguay
8 de octubre de 2000,Maracaibo,Venezuela,,0:6 (0:5),,Brasil
8 de octubre de 2000,La Paz,Bolivia,,1:0 (1:0),,Perú
8 de octubre de 2000,Quito,Ecuador,,1:0 (0:0),,Chile
8 de octubre de 2000,Buenos Aires,Argentina,,2:1 (2:0),,Uruguay
15 de noviembre de 2000,São Paulo,Brasil,,1:0 (0:0),,Colombia
15 de noviembre de 2000,La Paz,Bolivia,,0:0,,Uruguay
15 de noviembre de 2000,Maracaibo,Venezuela,,1:2 (0:2),,Ecuador
15 de noviembre de 2000,Asunción,Paraguay,,5:1 (3:0),,Perú
15 de noviembre de 2000,Santiago,Chile,,0:2 (0:1),,Argentina
27 de marzo de 2001,Bogotá,Colombia,,2:0 (0:0),,Bolivia
27 de marzo de 2001,Lima,Perú,,3:1 (0:0),,Chile
28 de marzo de 2001,Quito,Ecuador,,1:0 (0:0),,Brasil
28 de marzo de 2001,Montevideo,Uruguay,,0:1 (0:0),,Paraguay
28 de marzo de 2001,Buenos Aires,Argentina,,5:0 (2:0),,Venezuela
24 de abril de 2001,Quito,Ecuador,,2:1 (1:1),,Paraguay
24 de abril de 2001,San Cristóbal,Venezuela,,2:2 (1:0),,Colombia
24 de abril de 2001,Santiago,Chile,,0:1 (0:1),,Uruguay
25 de abril de 2001,La Paz,Bolivia,,3:3 (1:1),,Argentina
25 de abril de 2001,São Paulo,Brasil,,1:1 (0:0),,Perú
2 de junio de 2001,Lima,Perú,,1:2 (1:1),,Ecuador
2 de junio de 2001,Asunción,Paraguay,,1:0 (0:0),,Chile
3 de junio de 2001,Buenos Aires,Argentina,,3:0 (3:0),,Colombia
3 de junio de 2001,La Paz,Bolivia,,5:0 (3:0),,Venezuela
1 de julio de 2001,Montevideo,Uruguay,,1:0 (1:0),,Brasil
14 de agosto de 2001,Maracaibo,Venezuela,,2:0 (0:0),,Uruguay
14 de agosto de 2001,Santiago,Chile,,2:2 (1:1),,Bolivia
15 de agosto de 2001,Quito,Ecuador,,0:2 (0:2),,Argentina
