Fecha,Ciudad,Unnamed: 2,Unnamed: 3,Resultado,Unnamed: 5,Unnamed: 6
8 de octubre de 2020,Asunción,Paraguay,,2:2 (0:0),,Perú
8 de octubre de 2020,Montevideo,Uruguay,,2:1 (1:0),,Chile
8 de octubre de 2020,Buenos Aires,Argentina,,1:0 (1:0),,Ecuador
9 de octubre de 2020,Barranquilla,Colombia,,3:0 (1:0),,Venezuela
9 de octubre de 2020,São Paulo,Brasil,,5:0 (2:0),,Bolivia
13 de octubre de 2020,La Paz,Bolivia,,1:2 (1:1),,Argentina
13 de octubre de 2020,Quito,Ecuador,,4:2 (2:0),,Uruguay
13 de octubre de 2020,Mérida,Venezuela,,0:1 (0:0),,Paraguay
13 de octubre de 2020,Lima,Perú,,2:4 (1:1),,Brasil
13 de octubre de 2020,Santiago,Chile,,2:2 (2:1),,Colombia
12 de noviembre de 2020,La Paz,Bolivia,,2:3 (1:0),,Ecuador
12 de noviembre de 2020,Buenos Aires,Argentina,,1:1 (1:1),,Paraguay
13 de noviembre de 2020,Barranquilla,Colombia,,0:3 (0:1),,Uruguay
13 de noviembre de 2020,Santiago,Chile,,2:0 (2:0),,Perú
13 de noviembre de 2020,São Paulo,Brasil,,1:0 (0:0),,Venezuela
17 de noviembre de 2020,Quito,Ecuador,,6:1 (4:1),,Colombia
17 de noviembre de 2020,Caracas,Venezuela,,2:1 (1:1),,Chile
17 de noviembre de 2020,Asunción,Paraguay,,2:2 (1:2),,Bolivia
17 de noviembre de 2020,Montevideo,Uruguay,,0:2 (0:2),,Brasil
17 de noviembre de 2020,Lima,Perú,,0:2 (0:2),,Argentina
10 de octubre de 2021,La Paz,Bolivia,,1:0 (0:0),,Perú
10 de octubre de 2021,Caracas,Venezuela,,2:1 (1:1),,Ecuador
10 de octubre de 2021,Barranquilla,Colombia,,0:0,,Brasil
10 de octubre de 2021,Buenos Aires,Argentina,,3:0 (2:0),,Uruguay
10 de octubre de 2021,Santiago,Chile,,2:0 (0:0),,Paraguay
Cancelado[n. 1]​,-,Brasil,,cancelado,,Argentina
5 de septiembre de 2021,Quito,Ecuador,,0:0,,Chile
5 de septiembre de 2021,Asunción,Paraguay,,1:1 (1:0),,Colombia
5 de septiembre de 2021,Montevideo,Uruguay,,4:2 (2:0),,Bolivia
5 de septiembre de 2021,Lima,Perú,,1:0 (1:0),,Venezuela
3 de junio de 2021,La Paz,Bolivia,,3:1 (1:1),,Venezuela
3 de junio de 2021,Montevideo,Uruguay,,0:0,,Paraguay
3 de junio de 2021,Santiago del Estero,Argentina,,1:1 (1:1),,Chile
3 de junio de 2021,Lima,Perú,,0:3 (0:1),,Colombia
4 de junio de 2021,Porto Alegre,Brasil,,2:0 (0:0),,Ecuador
8 de junio de 2021,Quito,Ecuador,,1:2 (0:0),,Perú
8 de junio de 2021,Caracas,Venezuela,,0:0,,Uruguay
8 de junio de 2021,Barranquilla,Colombia,,2:2 (0:2),,Argentina
8 de junio de 2021,Asunción,Paraguay,,0:2 (0:1),,Brasil
8 de junio de 2021,Santiago,Chile,,1:1 (0:0),,Bolivia
2 de septiembre de 2021,La Paz,Bolivia,,1:1 (0:0),,Colombia
2 de septiembre de 2021,Quito,Ecuador,,2:0 (0:0),,Paraguay
2 de septiembre de 2021,Caracas,Venezuela,,1:3 (0:2),,Argentina
2 de septiembre de 2021,Santiago,Chile,,0:1 (0:0),,Brasil
2 de septiembre de 2021,Lima,Perú,,1:1 (1:1),,Uruguay
9 de septiembre de 2021,Montevideo,Uruguay,,1:0 (0:0),,Ecuador
9 de septiembre de 2021,Asunción,Paraguay,,2:1 (1:0),,Venezuela
9 de septiembre de 2021,Barranquilla,Colombia,,3:1 (2:0),,Chile
9 de septiembre de 2021,Buenos Aires,Argentina,,3:0 (1:0),,Bolivia
9 de septiembre de 2021,Recife,Brasil,,2:0 (2:0),,Perú
7 de octubre de 2021,Asunción,Paraguay,,0:0,,Argentina
7 de octubre de 2021,Montevideo,Uruguay,,0:0,,Colombia
7 de octubre de 2021,Caracas,Venezuela,,1:3 (1:0),,Brasil
7 de octubre de 2021,Guayaquil,Ecuador,,3:0 (3:0),,Bolivia
7 de octubre de 2021,Lima,Perú,,2:0 (1:0),,Chile
14 de octubre de 2021,La Paz,Bolivia,,4:0 (1:0),,Paraguay
14 de octubre de 2021,Barranquilla,Colombia,,0:0,,Ecuador
14 de octubre de 2021,Buenos Aires,Argentina,,1:0 (1:0),,Perú
14 de octubre de 2021,Santiago,Chile,,3:0 (2:0),,Venezuela
14 de octubre de 2021,Manaus,Brasil,,4:1 (2:0),,Uruguay
11 de noviembre de 2021,Quito,Ecuador,,1:0 (1:0),,Venezuela
11 de noviembre de 2021,Asunción,Paraguay,,0:1 (0:0),,Chile
11 de noviembre de 2021,São Paulo,Brasil,,1:0 (0:0),,Colombia
11 de noviembre de 2021,Lima,Perú,,3:0 (3:0),,Bolivia
12 de noviembre de 2021,Montevideo,Uruguay,,0:1 (0:1),,Argentina
16 de noviembre de 2021,La Paz,Bolivia,,3:0 (2:0),,Uruguay
16 de noviembre de 2021,Caracas,Venezuela,,1:2 (0:1),,Perú
16 de noviembre de 2021,Barranquilla,Colombia,,0:0,,Paraguay
16 de noviembre de 2021,San Juan,Argentina,,0:0,,Brasil
16 de noviembre de 2021,Santiago,Chile,,0:2 (0:1),,Ecuador
27 de enero de 2022,Quito,Ecuador,,1:1 (0:1),,Brasil
27 de enero de 2022,Asunción,Paraguay,,0:1 (0:0),,Uruguay
27 de enero de 2022,Calama,Chile,,1:2 (1:2),,Argentina
28 de enero de 2022,Barranquilla,Colombia,,0:1 (0:0),,Perú
28 de enero de 2022,Barinas,Venezuela,,4:1 (2:1),,Bolivia
1 de febrero de 2022,La Paz,Bolivia,,2:3 (1:1),,Chile
1 de febrero de 2022,Montevideo,Uruguay,,4:1 (3:0),,Venezuela
1 de febrero de 2022,Córdoba,Argentina,,1:0 (1:0),,Colombia
1 de febrero de 2022,Belo Horizonte,Brasil,,4:0 (1:0),,Paraguay
1 de febrero de 2022,Lima,Perú,,1:1 (0:1),,Ecuador
24 de marzo de 2022,Barranquilla,Colombia,,3:0 (1:0),,Bolivia
24 de marzo de 2022,Montevideo,Uruguay,,1:0 (1:0),,Perú
24 de marzo de 2022,Río de Janeiro,Brasil,,4:0 (2:0),,Chile
24 de marzo de 2022,Ciudad del Este,Paraguay,,3:1 (2:0),,Ecuador
25 de marzo de 2022,Buenos Aires,Argentina,,3:0 (1:0),,Venezuela
29 de marzo de 2022,La Paz,Bolivia,,0:4 (0:2),,Brasil
29 de marzo de 2022,Ciudad Guayana,Venezuela,,0:1 (0:1),,Colombia
29 de marzo de 2022,Guayaquil,Ecuador,,1:1 (0:1),,Argentina
29 de marzo de 2022,Santiago,Chile,,0:2 (0:0),,Uruguay
29 de marzo de 2022,Lima,Perú,,2:0 (2:0),,Paraguay
