Fecha,Ciudad,Unnamed: 2,Unnamed: 3,Resultado,Unnamed: 5,Unnamed: 6
7 de octubre de 2011,Montevideo,Uruguay,,4:2 (2:0) Archivado el 18 de diciembre de 2011 en Wayback Machine.,,Bolivia
7 de octubre de 2011,Quito,Ecuador,,2:0 (2:0) Archivado el 16 de noviembre de 2011 en Wayback Machine.,,Venezuela
7 de octubre de 2011,Buenos Aires,Argentina,,4:1 (2:0) Archivado el 27 de diciembre de 2011 en Wayback Machine.,,Chile
7 de octubre de 2011,Lima,Perú,,2:0 (1:0) Archivado el 17 de noviembre de 2011 en Wayback Machine.,,Paraguay
11 de octubre de 2011,La Paz,Bolivia,,1:2 (0:0) Archivado el 29 de diciembre de 2011 en Wayback Machine.,,Colombia
11 de octubre de 2011,Asunción,Paraguay,,1:1 (0:0) Archivado el 29 de diciembre de 2011 en Wayback Machine.,,Uruguay
11 de octubre de 2011,Santiago,Chile,,4:2 (2:0) Archivado el 15 de octubre de 2011 en Wayback Machine.,,Perú
11 de octubre de 2011,Puerto La Cruz,Venezuela,,1:0 (0:0) Archivado el 16 de noviembre de 2011 en Wayback Machine.,,Argentina
11 de noviembre de 2011,Buenos Aires,Argentina,,1:1 (0:0) Archivado el 7 de enero de 2013 en Wayback Machine.,,Bolivia
11 de noviembre de 2011,Montevideo,Uruguay,,4:0 (2:0) Archivado el 7 de enero de 2013 en Wayback Machine.,,Chile
11 de noviembre de 2011,Asunción,Paraguay,,2:1 (0:0) Archivado el 7 de enero de 2013 en Wayback Machine.,,Ecuador
11 de noviembre de 2011,Barranquilla,Colombia,,1:1 (1:0) Archivado el 2 de diciembre de 2012 en Wayback Machine.,,Venezuela
15 de noviembre de 2011,Barranquilla,Colombia,,1:2 (1:0) Archivado el 2 de diciembre de 2012 en Wayback Machine.,,Argentina
15 de noviembre de 2011,Quito,Ecuador,,2:0 (0:0) Archivado el 7 de enero de 2013 en Wayback Machine.,,Perú
15 de noviembre de 2011,Santiago,Chile,,2:0 (1:0) Archivado el 7 de enero de 2013 en Wayback Machine.,,Paraguay
15 de noviembre de 2011,San Cristóbal,Venezuela,,1:0 (1:0) Archivado el 1 de noviembre de 2012 en Wayback Machine.,,Bolivia
2 de junio de 2012,Montevideo,Uruguay,,1:1 (1:0) Archivado el 16 de agosto de 2012 en Wayback Machine.,,Venezuela
2 de junio de 2012,La Paz,Bolivia,,0:2 (0:1) Archivado el 7 de enero de 2013 en Wayback Machine.,,Chile
2 de junio de 2012,Buenos Aires,Argentina,,4:0 (3:0) Archivado el 7 de enero de 2013 en Wayback Machine.,,Ecuador
3 de junio de 2012,Lima,Perú,,0:1 (0:0) Archivado el 7 de enero de 2013 en Wayback Machine.,,Colombia
9 de junio de 2012,La Paz,Bolivia,,3:1 (1:0) Archivado el 7 de enero de 2013 en Wayback Machine.,,Paraguay
9 de junio de 2012,Puerto La Cruz,Venezuela,,0:2 (0:0) Archivado el 16 de agosto de 2012 en Wayback Machine.,,Chile
10 de junio de 2012,Montevideo,Uruguay,,4:2 (2:1) Archivado el 18 de junio de 2012 en Wayback Machine.,,Perú
10 de junio de 2012,Quito,Ecuador,,1:0 (0:0) Archivado el 15 de junio de 2013 en Wayback Machine.,,Colombia
7 de septiembre de 2012,Barranquilla,Colombia,,4:0 (1:0) Archivado el 15 de junio de 2013 en Wayback Machine.,,Uruguay
7 de septiembre de 2012,Quito,Ecuador,,1:0 (0:0) Archivado el 30 de junio de 2013 en Wayback Machine.,,Bolivia
7 de septiembre de 2012,Córdoba,Argentina,,3:1 (2:1) Archivado el 30 de junio de 2013 en Wayback Machine.,,Paraguay
7 de septiembre de 2012,Lima,Perú,,2:1 (0:1) Archivado el 16 de agosto de 2013 en Wayback Machine.,,Venezuela
11 de septiembre de 2012,Santiago,Chile,,1:3 (1:0) Archivado el 15 de junio de 2013 en Wayback Machine.,,Colombia
11 de septiembre de 2012,Montevideo,Uruguay,,1:1 (0:1) Archivado el 30 de junio de 2013 en Wayback Machine.,,Ecuador
11 de septiembre de 2012,Asunción,Paraguay,,0:2 (0:1) Archivado el 7 de diciembre de 2012 en Wayback Machine.,,Venezuela
11 de septiembre de 2012,Lima,Perú,,1:1 (1:1) Archivado el 2 de julio de 2013 en Wayback Machine.,,Argentina
12 de octubre de 2012,La Paz,Bolivia,,1:1 (0:1) Archivado el 30 de junio de 2013 en Wayback Machine.,,Perú
12 de octubre de 2012,Barranquilla,Colombia,,2:0 (0:0) Archivado el 15 de junio de 2013 en Wayback Machine.,,Paraguay
12 de octubre de 2012,Quito,Ecuador,,3:1 (1:1) Archivado el 30 de junio de 2013 en Wayback Machine.,,Chile
12 de octubre de 2012,Mendoza,Argentina,,3:0 (0:0) Archivado el 1 de julio de 2013 en Wayback Machine.,,Uruguay
16 de octubre de 2012,La Paz,Bolivia,,4:1 (2:0) Archivado el 28 de febrero de 2013 en Wayback Machine.,,Uruguay
16 de octubre de 2012,Asunción,Paraguay,,1:0 (0:0) Archivado el 28 de febrero de 2013 en Wayback Machine.,,Perú
16 de octubre de 2012,Puerto La Cruz,Venezuela,,1:1 (1:1) Archivado el 28 de febrero de 2013 en Wayback Machine.,,Ecuador
16 de octubre de 2012,Santiago,Chile,,1:2 (0:2) Archivado el 28 de febrero de 2013 en Wayback Machine.,,Argentina
22 de marzo de 2013,Barranquilla,Colombia,,5:0 (1:0) Archivado el 28 de marzo de 2013 en Wayback Machine.,,Bolivia
22 de marzo de 2013,Montevideo,Uruguay,,1:1 (0:0) Archivado el 28 de marzo de 2013 en Wayback Machine.,,Paraguay
22 de marzo de 2013,Buenos Aires,Argentina,,3:0 (2:0) Archivado el 28 de marzo de 2013 en Wayback Machine.,,Venezuela
22 de marzo de 2013,Lima,Perú,,1:0 (0:0) Archivado el 28 de marzo de 2013 en Wayback Machine.,,Chile
26 de marzo de 2013,La Paz,Bolivia,,1:1 (1:1) Archivado el 29 de marzo de 2013 en Wayback Machine.,,Argentina
26 de marzo de 2013,Quito,Ecuador,,4:1 (1:1) Archivado el 6 de abril de 2013 en Wayback Machine.,,Paraguay
26 de marzo de 2013,Santiago,Chile,,2:0 (1:0) Archivado el 6 de abril de 2013 en Wayback Machine.,,Uruguay
26 de marzo de 2013,Ciudad Guayana,Venezuela,,1:0 (1:0) Archivado el 6 de abril de 2013 en Wayback Machine.,,Colombia
7 de junio de 2013,La Paz,Bolivia,,1:1 (0:0) Archivado el 12 de junio de 2013 en Wayback Machine.,,Venezuela
7 de junio de 2013,Buenos Aires,Argentina,,0:0 Archivado el 15 de junio de 2013 en Wayback Machine.,,Colombia
7 de junio de 2013,Asunción,Paraguay,,1:2 (0:1) Archivado el 23 de julio de 2013 en Wayback Machine.,,Chile
7 de junio de 2013,Lima,Perú,,1:0 (1:0) Archivado el 17 de junio de 2013 en Wayback Machine.,,Ecuador
11 de junio de 2013,Barranquilla,Colombia,,2:0 (2:0) Archivado el 15 de junio de 2013 en Wayback Machine.,,Perú
11 de junio de 2013,Quito,Ecuador,,1:1 (1:1) Archivado el 15 de junio de 2013 en Wayback Machine.,,Argentina
11 de junio de 2013,Puerto Ordaz,Venezuela,,0:1 (0:1) Archivado el 15 de junio de 2013 en Wayback Machine.,,Uruguay
11 de junio de 2013,Santiago,Chile,,3:1 (2:1) Archivado el 15 de junio de 2013 en Wayback Machine.,,Bolivia
6 de septiembre de 2013,Barranquilla,Colombia,,1:0 (1:0) Archivado el 21 de octubre de 2013 en Wayback Machine.,,Ecuador
6 de septiembre de 2013,Asunción,Paraguay,,4:0 (1:0) Archivado el 15 de septiembre de 2013 en Wayback Machine.,,Bolivia
6 de septiembre de 2013,Santiago,Chile,,3:0 (2:0) Archivado el 4 de octubre de 2013 en Wayback Machine.,,Venezuela
6 de septiembre de 2013,Lima,Perú,,1:2 (0:1) Archivado el 15 de octubre de 2013 en Wayback Machine.,,Uruguay
10 de septiembre de 2013,La Paz,Bolivia,,1:1 (0:0) Archivado el 11 de octubre de 2013 en Wayback Machine.,,Ecuador
10 de septiembre de 2013,Montevideo,Uruguay,,2:0 (0:0) Archivado el 22 de septiembre de 2013 en Wayback Machine.,,Colombia
